SalesID,SalePrice
1227829,11.62935662007961
1227844,12.827938080144989
1227847,14.477062549745117
1227848,10.309476353841106
1227863,14.445532219028312
1227870,14.03161505883576
1227871,13.156873117949567
1227879,12.198138052401116
1227880,14.434693376772678
1227881,8.72451385311995
1227882,14.80705298720543
1227883,14.538613334370464
1227885,9.245552706255681
1227886,9.245552706255681
1227887,13.156873117949567
1227888,13.156873117949567
1227905,14.598517810612622
1227910,8.049848549450562
1227911,14.80458481779232
1227912,14.527904570799706
1227913,9.262094845370179
1227914,13.551467952626897
1227917,13.61240779313867
1227918,9.236014191900084
1227920,11.71295682169755
1227924,13.693378054306907
1227925,14.598517810612622
1227930,13.961901822341002
1227933,13.225508720236
1227942,11.63390340934852
1227949,11.634811050171718
1227972,11.788310503700918
1227976,10.837627933171404
1227977,14.079234757245636
1227979,11.06339508128851
1227980,12.727707777472686
1227988,11.63390340934852
1227990,14.442489991330266
1227991,11.633449374713493
1227992,11.63390340934852
1227994,11.680359523513713
1227997,11.633449374713493
1228007,10.13699111208023
1228012,13.811976694370289
1228019,14.153235338689413
1228031,11.757806672197228
1228040,12.525031345124
1228042,14.61970415778151
1228046,11.712097051087547
1228049,12.01854794187165
1228050,13.758014958495272
1228056,14.07263508111231
1228061,11.790348496751914
1228065,13.02167404285837
1228069,13.313875034039125
1228071,14.546291603733744
1228072,14.546291603733744
1228075,10.140829770773001
1228076,10.140829770773001
1228089,11.908767882849189
1228104,9.204571144249204
1228105,13.978799820501344
1228107,13.977548256996624
1228113,14.539037611877408
1228117,12.233919208586977
1228119,14.030753336769232
1228122,14.785145913982182
1228123,14.448503519468836
1228124,14.079401446447543
1228129,11.885315061049376
1228130,6.22881869049588
1228131,14.52759918034517
1228134,10.67595703294175
1228135,12.01854794187165
1228136,12.214622686302336
1228142,12.159240650411672
1228145,10.677719641641009
1228149,10.961449694398196
1228150,14.635321347308755
1228152,12.51865315567339
1228153,12.466076461396252
1228155,12.695445810537382
1228156,13.80473605161403
1228157,13.80473605161403
1228158,12.730894646541671
1228160,10.12670447284319
1228161,14.133784409179908
1228168,7.3750394313469245
1228179,14.598517810612622
1228182,14.598517810612622
1228183,14.073053678254631
1228188,11.915505962231931
1228192,14.598517810612622
1228195,12.00982861736811
1228197,14.445532219028312
1228198,15.135989782870492
1228200,13.225809940623543
1228203,11.756139298372927
1228214,14.432607143804477
1228217,14.294189943620655
1228219,11.882260929099804
1228222,13.225809940623543
1228225,13.225809940623543
1228228,14.183325224524612
1228229,14.18185106774912
1228231,14.18185106774912
1228236,14.182316753692767
1228237,14.238106137432077
1228238,13.14449892583753
1228244,11.709945380232497
1228245,8.375039431346925
1228247,12.230620933129867
1228248,12.227014193649133
1228253,9.111135670234708
1228254,14.079651444144783
1228256,10.140829770773001
1228265,14.677939816390142
1228270,11.924070185585345
1228277,13.582024340280567
1228287,14.546291603733744
1228288,10.24198314969433
1228289,12.169298695792845
1228290,10.620219825507487
1228291,11.788718332690458
1228292,10.625708843064466
1228293,10.886458695703706
1228305,12.199058823653022
1228314,11.882260929099804
1228315,14.535761377986656
1228320,11.752380646552893
1228326,10.070120944476823
1228328,11.715104009236168
1228329,11.713816080234498
1228330,10.887220615468385
1228332,14.803122072935405
1228333,13.357139590005463
1228345,11.788718332690458
1228351,11.752380646552893
1228352,10.067434360756522
1228353,11.745254141957256
1228354,10.625708843064466
1228356,13.755722153642282
1228357,12.776021715252812
1228359,11.921469060531411
1228360,11.915505962231931
1228361,11.921097088106793
1228362,11.920725019751181
1228364,11.921469060531411
1228365,12.517669388133811
1228367,11.921469060531411
1228368,11.921469060531411
1228369,13.224001674198105
1228371,11.790348496751914
1228374,14.172740017049366
1228375,12.429668265133094
1228376,11.790348496751914
1228380,14.294189943620655
1228381,11.71295682169755
1228384,13.225809940623543
1228385,13.225809940623543
1228386,14.079984707033974
1228387,14.079984707033974
1228389,14.079984707033974
1228391,11.13699111208023
1228394,10.067434360756522
1228395,11.752380646552893
1228400,12.20945336562895
1228401,7.7073591320808825
1228402,12.007027266893969
1228403,13.755722153642282
1228404,10.214319120800766
1228406,14.079568116392377
1228411,12.014717929860009
1228415,10.634811050171718
1228416,14.091435386323607
1228421,13.314724844612032
1228422,13.633222303800789
1228424,12.168985440978698
1228426,11.71295682169755
1228429,11.922955991908477
1228430,11.922955991908477
1228437,10.191059214531656
1228438,13.225809940623543
1228439,12.017504401109415
1228442,14.546291603733744
1228494,11.674633661767267
1228496,11.922955991908477
1228498,13.696967526234287
1228499,13.696967526234287
1228503,11.715104009236168
1228506,12.160501747555687
1228508,12.179909090014934
1228509,12.180219982170192
1228510,12.198138052401116
1228518,4.807354922057604
1228519,10.14210705730255
1228524,14.079984707033974
1228525,10.426264754702098
1228533,11.924070185585345
1228535,13.508785162064513
1228536,13.901526886118099
1228542,13.225809940623543
1228553,11.338179249900112
1228561,12.227014193649133
1228562,14.186810651653532
1228568,12.168985440978698
1228569,14.539401179028113
1228570,12.406470768529283
1228572,10.250298417906333
1228573,11.927037168720295
1228575,10.302638923787553
1228579,14.432868087968135
1228582,14.598517810612622
1228583,14.804635230827737
1228586,11.915505962231931
1228590,14.54659306329998
1228591,14.804433568115513
1228593,13.81277897162766
1228594,14.018113224948818
1228595,14.073555834556565
1228598,11.922955991908477
1228604,12.205182326228643
1228605,14.80095044188254
1228606,13.697402007502708
1228618,13.22143607744528
1228619,11.922955991908477
1228622,11.712527000439824
1228623,12.017852331905962
1228627,11.912889336229961
1228628,11.912515144802397
1228629,11.912515144802397
1228630,11.912140856295721
1228631,6.266786540694901
1228633,11.913263430628762
1228634,11.926666629347283
1228635,11.926666629347283
1228640,11.912140856295721
1228641,11.912515144802397
1228642,11.912515144802397
1228643,11.920725019751181
1228648,11.426264754702098
1228649,12.021327032624372
1228650,11.712527000439824
